"id","vendor","category","subcategory","feature","officialUrl","sourceType","sourceKey","status","blocker"
"DIN-0018","dingg","Booking","Booking","How to book an appointment with your desired/requested stylist?","https://docs.dingg.app/Booking/Booking/How_to_book_an_appointment_with_your_desiredrequested_stylist?","help_topic","239","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0019","dingg","Booking","Booking","How to book appointment","https://docs.dingg.app/Booking/Booking/How_to_book_appointment","help_topic","179","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0020","dingg","Clients","Clients","How to add and manage client's family members ","https://docs.dingg.app/Clients/Clients/How_to_add_and_manage_client's_family_members_","help_topic","200","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0021","dingg","Clients","Clients","How to add new client","https://docs.dingg.app/Clients/Clients/How_to_add_new_client","help_topic","181","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0022","dingg","Clients","Clients","How to check client details such as invoice history, membership, package, prepaid etc.","https://docs.dingg.app/Clients/Clients/How_to_check_client_details_such_as_invoice_history,_membership,_package,_prepaid_etc.","help_topic","182","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0023","dingg","Clients","Clients","How to convert any active package to vouchers","https://docs.dingg.app/Clients/Clients/How_to_convert_any_active_package_to_vouchers","help_topic","220","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0024","dingg","Clients","Clients","How to create new forms for clients and manange it","https://docs.dingg.app/Clients/Clients/How_to_create_new_forms_for_clients_and_manange_it","help_topic","209","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0025","dingg","Clients","Clients","How to edit/delete the client ","https://docs.dingg.app/Clients/Clients/How_to_editdelete_the_client_","help_topic","189","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0026","dingg","Clients","Clients","How to import client data","https://docs.dingg.app/Clients/Clients/How_to_import_client_data","help_topic","186","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0027","dingg","Clients","Clients","How to view and manage client's forms","https://docs.dingg.app/Clients/Clients/How_to_view_and_manage_client's_forms","help_topic","201","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0028","dingg","Clients","Clients","How to view and manage client's notes","https://docs.dingg.app/Clients/Clients/How_to_view_and_manage_client's_notes","help_topic","192","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0029","dingg","Clients","Clients","How to view client's history","https://docs.dingg.app/Clients/Clients/How_to_view_client's_history","help_topic","193","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0030","dingg","Clients","Clients","How to view client's invoices and it's details","https://docs.dingg.app/Clients/Clients/How_to_view_client's_invoices_and_it's_details","help_topic","194","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0031","dingg","Clients","Clients","How to view client's memberships and it's details","https://docs.dingg.app/Clients/Clients/How_to_view_client's_memberships_and_it's_details","help_topic","195","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0032","dingg","Clients","Clients","How to view client's packages, it's details and redemption history","https://docs.dingg.app/Clients/Clients/How_to_view_client's_packages,_it's_details_and_redemption_history","help_topic","196","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0033","dingg","Clients","Clients","How to view client's points and it's history","https://docs.dingg.app/Clients/Clients/How_to_view_client's_points_and_it's_history","help_topic","199","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0034","dingg","Clients","Clients","How to view client's upcoming appointments","https://docs.dingg.app/Clients/Clients/How_to_view_client's_upcoming_appointments","help_topic","198","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0035","dingg","Clients","Clients","How to view client's vouchers, it's details and redemption history","https://docs.dingg.app/Clients/Clients/How_to_view_client's_vouchers,_it's_details_and_redemption_history","help_topic","197","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0036","dingg","Clients","Clients","What are customer segment based filters","https://docs.dingg.app/Clients/Clients/What_are_customer_segment_based_filters","help_topic","191","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0037","dingg","Dashboard","Booking Events","Add multiple services to the booking ","https://docs.dingg.app/Dashboard/Booking_Events/Add_multiple_services_to_the_booking_","help_topic","88","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0038","dingg","Dashboard","Booking Events","Add multiple services with different stylist for same client","https://docs.dingg.app/Dashboard/Booking_Events/Add_multiple_services_with_different_stylist_for_same_client","help_topic","89","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0039","dingg","Dashboard","Booking Events","Generate bill for completed service","https://docs.dingg.app/Dashboard/Booking_Events/Generate_bill_for_completed_service","help_topic","92","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0040","dingg","Dashboard","Booking Events","How to add product consumption from dashboard","https://docs.dingg.app/Dashboard/Booking_Events/How_to_add_product_consumption_from_dashboard","help_topic","211","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0041","dingg","Dashboard","Booking Events","How to check in customer","https://docs.dingg.app/Dashboard/Booking_Events/How_to_check_in_customer","help_topic","94","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0042","dingg","Dashboard","Booking Events","How to confirm the tentative booking","https://docs.dingg.app/Dashboard/Booking_Events/How_to_confirm_the_tentative_booking","help_topic","95","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0043","dingg","Dashboard","Booking Events","How to view notifications","https://docs.dingg.app/Dashboard/Booking_Events/How_to_view_notifications","help_topic","87","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0044","dingg","Dashboard","Booking Events","Move service from complete to upcoming / undo complete service","https://docs.dingg.app/Dashboard/Booking_Events/Move_service_from_complete_to_upcoming__undo_complete_service","help_topic","93","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0045","dingg","Dashboard","Booking Events","Start & complete service","https://docs.dingg.app/Dashboard/Booking_Events/Start_&_complete_service","help_topic","91","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0046","dingg","Dashboard","Booking Events","What all booking status are available and how to change it","https://docs.dingg.app/Dashboard/Booking_Events/What_all_booking_status_are_available_and_how_to_change_it","help_topic","90","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0047","dingg","Dashboard","Calendar","Drop an appointment","https://docs.dingg.app/Dashboard/Calendar/Drop_an_appointment","help_topic","222","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0048","dingg","Dashboard","Calendar","How to add or view the service comment","https://docs.dingg.app/Dashboard/Calendar/How_to_add_or_view_the_service_comment","help_topic","187","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0049","dingg","Dashboard","Calendar","How to arrange stylists in calendar","https://docs.dingg.app/Dashboard/Calendar/How_to_arrange_stylists_in_calendar","help_topic","67","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0050","dingg","Dashboard","Calendar","How to assign appointment to other staff","https://docs.dingg.app/Dashboard/Calendar/How_to_assign_appointment_to_other_staff","help_topic","74","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0051","dingg","Dashboard","Calendar","How to change color of service status","https://docs.dingg.app/Dashboard/Calendar/How_to_change_color_of_service_status","help_topic","76","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0052","dingg","Dashboard","Calendar","How to change Staff Panel / Default Panel","https://docs.dingg.app/Dashboard/Calendar/How_to_change_Staff_Panel__Default_Panel","help_topic","224","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0053","dingg","Dashboard","Calendar","How to change the time of appointment","https://docs.dingg.app/Dashboard/Calendar/How_to_change_the_time_of_appointment","help_topic","73","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0054","dingg","Dashboard","Calendar","How to do reset Stylist if staff name not visible","https://docs.dingg.app/Dashboard/Calendar/How_to_do_reset_Stylist_if_staff_name_not_visible","help_topic","228","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0055","dingg","Dashboard","Calendar","How to filter appointments by service status","https://docs.dingg.app/Dashboard/Calendar/How_to_filter_appointments_by_service_status","help_topic","77","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0056","dingg","Dashboard","Calendar","How to increase or decrease service time","https://docs.dingg.app/Dashboard/Calendar/How_to_increase_or_decrease_service_time","help_topic","72","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0057","dingg","Dashboard","Calendar","How to know more about the appointment","https://docs.dingg.app/Dashboard/Calendar/How_to_know_more_about_the_appointment","help_topic","78","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0058","dingg","Dashboard","Calendar","How to quickly change the status of the service from the calendar slot","https://docs.dingg.app/Dashboard/Calendar/How_to_quickly_change_the_status_of_the_service_from_the_calendar_slot","help_topic","81","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0059","dingg","Dashboard","Calendar","How to show/hide stylist in calendar","https://docs.dingg.app/Dashboard/Calendar/How_to_showhide_stylist_in_calendar","help_topic","68","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0060","dingg","Dashboard","Calendar","How to split bill for multiple services ","https://docs.dingg.app/Dashboard/Calendar/How_to_split_bill_for_multiple_services_","help_topic","80","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0061","dingg","Dashboard","Calendar","What orange color line indicates in calendar","https://docs.dingg.app/Dashboard/Calendar/What_orange_color_line_indicates_in_calendar","help_topic","75","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0062","dingg","Dashboard","Calendar","What other options are available for the booked slot in calendar","https://docs.dingg.app/Dashboard/Calendar/What_other_options_are_available_for_the_booked_slot_in_calendar","help_topic","79","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0063","dingg","Dashboard","Expense","How to add expense type","https://docs.dingg.app/Dashboard/Expense/How_to_add_expense_type","help_topic","227","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0064","dingg","Dashboard","Expense","How to add expenses","https://docs.dingg.app/Dashboard/Expense/How_to_add_expenses","help_topic","180","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0065","dingg","Dashboard","Expense","How to edit the expenses","https://docs.dingg.app/Dashboard/Expense/How_to_edit_the_expenses","help_topic","203","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0066","dingg","Dashboard","Home","How to change location/branch","https://docs.dingg.app/Dashboard/Home/How_to_change_locationbranch","help_topic","61","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0067","dingg","Dashboard","Home","How to expand or collapse the navigation side bar","https://docs.dingg.app/Dashboard/Home/How_to_expand_or_collapse_the_navigation_side_bar","help_topic","60","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0068","dingg","Dashboard","Home","How to logout of the software","https://docs.dingg.app/Dashboard/Home/How_to_logout_of_the_software","help_topic","55","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0069","dingg","Dashboard","Home","Reach out for help from DINGG Support Team (Chat)","https://docs.dingg.app/Dashboard/Home/Reach_out_for_help_from_DINGG_Support_Team_(Chat)","help_topic","62","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0070","dingg","Dashboard","Home","View Profile","https://docs.dingg.app/Dashboard/Home/View_Profile","help_topic","56","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0071","dingg","Dashboard","Home","View Subscription","https://docs.dingg.app/Dashboard/Home/View_Subscription","help_topic","57","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0072","dingg","Dashboard","Language","How to change the language","https://docs.dingg.app/Dashboard/Language/How_to_change_the_language","help_topic","86","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0073","dingg","Dashboard","Login/Logout","How to log in DINGG?","https://docs.dingg.app/Dashboard/LoginLogout/How_to_log_in_DINGG?","help_topic","177","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0074","dingg","Dashboard","Login/Logout","How to reset the password?","https://docs.dingg.app/Dashboard/LoginLogout/How_to_reset_the_password?","help_topic","178","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0075","dingg","Dashboard","Stats","How to fetch today's report","https://docs.dingg.app/Dashboard/Stats/How_to_fetch_today's_report","help_topic","85","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0076","dingg","Dashboard","Stats","How to know current month financial stats","https://docs.dingg.app/Dashboard/Stats/How_to_know_current_month_financial_stats","help_topic","83","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0077","dingg","Dashboard","Stats","What all financial and booking stats are available","https://docs.dingg.app/Dashboard/Stats/What_all_financial_and_booking_stats_are_available","help_topic","82","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0078","dingg","Dashboard","Stats","What are segments and how to hide/show it","https://docs.dingg.app/Dashboard/Stats/What_are_segments_and_how_to_hideshow_it","help_topic","84","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0079","dingg","Enquiry","Enquiry","How to add enquiry","https://docs.dingg.app/Enquiry/Enquiry/How_to_add_enquiry","help_topic","183","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0080","dingg","Enquiry","Enquiry","How to edit/delete the enquiry","https://docs.dingg.app/Enquiry/Enquiry/How_to_editdelete_the_enquiry","help_topic","208","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0081","dingg","Enquiry","Enquiry","Understanding Enquiry Management Window","https://docs.dingg.app/Enquiry/Enquiry/Understanding_Enquiry_Management_Window","help_topic","207","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0082","dingg","Enquiry","Followups","How to follow up an enquiry","https://docs.dingg.app/Enquiry/Followups/How_to_follow_up_an_enquiry","help_topic","184","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0083","dingg","Inventory","Auto Consumption","Add auto consumption for a service","https://docs.dingg.app/Inventory/Auto_Consumption/Add_auto_consumption_for_a_service","help_topic","117","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0084","dingg","Inventory","Auto Consumption","How to change default issue settings","https://docs.dingg.app/Inventory/Auto_Consumption/How_to_change_default_issue_settings","help_topic","118","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0085","dingg","Inventory","Auto Consumption","How to enable/disable Auto Consumption","https://docs.dingg.app/Inventory/Auto_Consumption/How_to_enabledisable_Auto_Consumption","help_topic","116","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0086","dingg","Inventory","Orders","Filter the orders by different parameters","https://docs.dingg.app/Inventory/Orders/Filter_the_orders_by_different_parameters","help_topic","113","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0087","dingg","Inventory","Orders","How to cancel the placed order","https://docs.dingg.app/Inventory/Orders/How_to_cancel_the_placed_order","help_topic","110","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0088","dingg","Inventory","Orders","How to edit the entry of placed order","https://docs.dingg.app/Inventory/Orders/How_to_edit_the_entry_of_placed_order","help_topic","109","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0089","dingg","Inventory","Orders","How to export the order","https://docs.dingg.app/Inventory/Orders/How_to_export_the_order","help_topic","111","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0090","dingg","Inventory","Orders","How to place a new order","https://docs.dingg.app/Inventory/Orders/How_to_place_a_new_order","help_topic","108","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0091","dingg","Inventory","Orders","How to receive the order","https://docs.dingg.app/Inventory/Orders/How_to_receive_the_order","help_topic","112","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0092","dingg","Inventory","Product","Add consumption for a product and see consumption history","https://docs.dingg.app/Inventory/Product/Add_consumption_for_a_product_and_see_consumption_history","help_topic","101","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0093","dingg","Inventory","Product","Export your inventory","https://docs.dingg.app/Inventory/Product/Export_your_inventory","help_topic","103","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0094","dingg","Inventory","Product","How to add a new product","https://docs.dingg.app/Inventory/Product/How_to_add_a_new_product","help_topic","96","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0095","dingg","Inventory","Product","How to delete the product","https://docs.dingg.app/Inventory/Product/How_to_delete_the_product","help_topic","104","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0096","dingg","Inventory","Product","How to edit the product","https://docs.dingg.app/Inventory/Product/How_to_edit_the_product","help_topic","98","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0097","dingg","Inventory","Product","How to import inventory","https://docs.dingg.app/Inventory/Product/How_to_import_inventory","help_topic","210","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0098","dingg","Inventory","Product","How to issue a product and see issue history","https://docs.dingg.app/Inventory/Product/How_to_issue_a_product_and_see_issue_history","help_topic","99","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0099","dingg","Inventory","Product","How to know product stock history","https://docs.dingg.app/Inventory/Product/How_to_know_product_stock_history","help_topic","100","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0100","dingg","Inventory","Product","How to manage stock of the products","https://docs.dingg.app/Inventory/Product/How_to_manage_stock_of_the_products","help_topic","102","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0101","dingg","Inventory","Product","How to search products and apply filter","https://docs.dingg.app/Inventory/Product/How_to_search_products_and_apply_filter","help_topic","97","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0102","dingg","Inventory","Product","What would happen to the auto consumption of a product for a service when that service invoice is cancelled","https://docs.dingg.app/Inventory/Product/What_would_happen_to_the_auto_consumption_of_a_product_for_a_service_when_that_service_invoice_is_cancelled","help_topic","219","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0103","dingg","Inventory","Stock Adjustment","Adjust stock through Excel file","https://docs.dingg.app/Inventory/Stock_Adjustment/Adjust_stock_through_Excel_file","help_topic","115","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0104","dingg","Inventory","Stock Adjustment","How to adjust the stock","https://docs.dingg.app/Inventory/Stock_Adjustment/How_to_adjust_the_stock","help_topic","114","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0105","dingg","Inventory","Supplier","How to add Supplier","https://docs.dingg.app/Inventory/Supplier/How_to_add_Supplier","help_topic","105","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0106","dingg","Inventory","Supplier","How to edit or delete Supplier","https://docs.dingg.app/Inventory/Supplier/How_to_edit_or_delete_Supplier","help_topic","106","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0107","dingg","Inventory","Supplier","How to mark supplier as ""Active""","https://docs.dingg.app/Inventory/Supplier/How_to_mark_supplier_as_%22Active%22","help_topic","107","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0108","dingg","Invoice","Invoice","How to add multiple payment mode for an invoice","https://docs.dingg.app/Invoice/Invoice/How_to_add_multiple_payment_mode_for_an_invoice","help_topic","122","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0109","dingg","Invoice","Invoice","How to add or remove services in the invoice","https://docs.dingg.app/Invoice/Invoice/How_to_add_or_remove_services_in_the_invoice","help_topic","138","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0110","dingg","Invoice","Invoice","How to add tip amount to the invoice","https://docs.dingg.app/Invoice/Invoice/How_to_add_tip_amount_to_the_invoice","help_topic","120","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0111","dingg","Invoice","Invoice","How to apply Coupon","https://docs.dingg.app/Invoice/Invoice/How_to_apply_Coupon","help_topic","229","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0112","dingg","Invoice","Invoice","How to apply discount in invoice","https://docs.dingg.app/Invoice/Invoice/How_to_apply_discount_in_invoice","help_topic","121","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0113","dingg","Invoice","Invoice","How to cancel the invoice","https://docs.dingg.app/Invoice/Invoice/How_to_cancel_the_invoice","help_topic","129","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0114","dingg","Invoice","Invoice","How to change default selected item and default selected stylist","https://docs.dingg.app/Invoice/Invoice/How_to_change_default_selected_item_and_default_selected_stylist","help_topic","141","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0115","dingg","Invoice","Invoice","How to change payment mode after generating invoice","https://docs.dingg.app/Invoice/Invoice/How_to_change_payment_mode_after_generating_invoice","help_topic","125","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0116","dingg","Invoice","Invoice","How to choose multiple payment mode to show up on the invoice page","https://docs.dingg.app/Invoice/Invoice/How_to_choose_multiple_payment_mode_to_show_up_on_the_invoice_page","help_topic","137","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0117","dingg","Invoice","Invoice","How to edit services/products line items particulars","https://docs.dingg.app/Invoice/Invoice/How_to_edit_servicesproducts_line_items_particulars","help_topic","151","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0118","dingg","Invoice","Invoice","How to edit the invoice","https://docs.dingg.app/Invoice/Invoice/How_to_edit_the_invoice","help_topic","128","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0119","dingg","Invoice","Invoice","How to make a partially paid invoice","https://docs.dingg.app/Invoice/Invoice/How_to_make_a_partially_paid_invoice","help_topic","131","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0120","dingg","Invoice","Invoice","How to make a simple invoice","https://docs.dingg.app/Invoice/Invoice/How_to_make_a_simple_invoice","help_topic","119","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0121","dingg","Invoice","Invoice","How to make past date invoices","https://docs.dingg.app/Invoice/Invoice/How_to_make_past_date_invoices","help_topic","188","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"DIN-0122","dingg","Invoice","Invoice","How to make scan option available","https://docs.dingg.app/Invoice/Invoice/How_to_make_scan_option_available","help_topic","136","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
